text,label
"Okulun yanındaki sokakta temiz su şebekesi sürekli arızalanıyor, ayrıca sokak çeşmesi boşuna akıyor su israf oluyor.",Su ve Kanalizasyon
"Bıktık artık, sokak çeşmesi boşuna akıyor su israf oluyor. Artık bir şey yapın!",Su ve Kanalizasyon
"Yeter am, geri dönüşüm kutuları aylardır boşaltılmıyor.",Çöp ve Temizlik
"Moloz dökülen alan toz ve koku saçyor, ayrıca çöp yakıyorlar mahalle dumana boğuldu.",Gürültü ve Çevre Kirliliği
moloz dökülen alan toz ve koku saçıyor,Gürültü ve Çevre Kirliliği
"KANALIZASYON KAPAĞI ÇÖKMÜŞ ÇUKUR OLMUŞ, YAŞANMIYOR ARTIK.",Su ve Kanalizasyon
COCUK PARKININ YANINDA SORUN VAR; YAYA GEÇIDI SILINMIŞ HIÇ GÖRÜNMÜYOR,Yol ve Kaldırım
BARINAĞA GÖTÜRÜLECEK HAYVANLAR SOKAKTA KALMIŞ. ŞIMDIDEN TEŞEKKÜRLER.,Başıboş Hayvanlar
Çöp kamyonu sürekli mahalleye uğramıyor.,Çöp ve Temizlik
Yol çalışması yarım kalmış aylardır öyle duruyor.,Yol ve Kaldırım
"Her yağmurda evi su basıyor gider tıkalı, böyle olmaz ki. Yardımcı olursanız çok seviniriz.",Su ve Kanalizasyon
yol çalışması yarım kalmış akşamları öyle duruyor.,Yol ve Kaldırım
"Ya artık yeter, musluktan bulanık su geliyor kötü kokuyor.",Su ve Kanalizasyon
"Yeter ama, ölü bir hayvan var günlerdir kaldıran yok. Bu kadarınaaa da pes!",Başıboş Hayvanlar
"konteyner kırılmış çöpler etrafa saçılıyor, ayrıca pazardan sonra ortalık çöplük oluyor temizleyen yok.",Çöp ve Temizlik
Konteyner kırılmış çöpler etrafa saçılıyor. İlgili birime iletilmesini rica ederim.,Çöp ve Temizlik
Halı saha geç saatte bile bağırış çağırış.,Gürültü ve Çevre Kirliliği
"Rezalet. duragin yanında yeni mahalleye ulaşım yok, rezil olduk. Artık bir şey yapın",Toplu Ulaşım
"Valla bıktık, mahallemizde çöpler birikti leş gibi kokuyor",Çöp ve Temizlik
"Yeter ama, su sayacı arızalı fatura uçtu. Çözülmesini bekliyoruz.",Su ve Kanalizasyon
ANA CADDE UZERINDE SORUN VAR; RÖAR TIKANMIŞ YAĞMUR SUYU ÇEKILMIYOR,Su ve Kanalizasyon
Tuvalet geri tepiyorrr kanaizasyon dolu.,Su ve Kanalizasyon
"valla bıktık, gece hattı yok eve dönemiyoruz, kimse umursamıyor. Bir an önce ilgilenilsin.",Toplu Ulaşım
metro çıkışında sorun var; durakta tabela yok hangi hat geçer belli değil,Toplu Ulaşım
"Valla bıktık, yaya geçidi silinmiş hiç görünmüyor. Çözülmesini bekliyoruz.",Yol ve Kaldırım
"geri dönüşüm kutuları aylardır boşaltılmıyor, ayrıca çöp konteynerleri ağzına kadarrr dolmuş taşıyor.",Çöp ve Temizlik
"Pes yani, Ana cadde uzerinde sorun var; ağaçlar budanmamış dallar sarkıyor",Park ve Yeşil Alan
"ya artık yeter, yol çalışması yarım kalmış günlerdir öyle duruyor, kimse ilgilenmiyor. Bu kadarına da pes",Yol ve Kaldırım
"Sürü halinde köpekler çocuklara havlıyor, kimse umursamıyor. Gereğinin yapılmasını rica ederim",Başıboş Hayvanlar
"minibüsler tıka basa dolu binilmiyor, ayrıca minibüsler tıka basa dolu binilmiyor.",Toplu Ulaşım
"Bakın, hayvanlar trafikte tehlike yaratıyor.",Başıboş Hayvanlar
"yeter ama, her yağmurda evi su basıyor gider tıkalı. Vergimizi ne için veriyoruz?",Su ve Kanalizasyon
akşam olunca her yer zifiri karanlık. Gereğinin yapılmasını rica ederim.,Sokak Aydınlatması
"Of ya, kaldirim karanlik dusup yaralandik. Vergimizi ne icin veriyoruz?",Sokak Aydınlatması
Pazar yerinin orada sorun var; mahallemizde kedilere mama su konmuyor,Başıboş Hayvanlar
"Okulun yanındaki sokakta aydınlatma olmadığı için tekin değil, rezil olduk. İlgili ekip gönderilsin lütfen",Sokak Aydınlatması
"Valla bıktık, apartmanın önünde banklar dökülmüş oturulmuyor, ayrıca evimizin tam önündee yeşil alana izinsiz inşaat var.",Park ve Yeşil Alan
Fabrika bacasından duman havayı kirletiyor. Konunun takip edilmesinii istiyoruz.,Gürültü ve Çevre Kirliliği
"Park aydınlatması bozuk çocuklar oynayamıyor, ayrıca kaldırım karanlık düşüp yaralandık",Sokak Aydınlatması
Caddemizde sorun var; gece hattı yok eve dönemiyoruz,Toplu Ulaşım
"Konteyner kırılmış çöpler etrafa saçılıyor, ayrıca çöpler bir aydırrr toplanmıyor.",Çöp ve Temizlik
"Ya artık yeter, site girişinde mazgal kapağı yok açık duruyor.",Yol ve Kaldırım
"Ya artık yeter, oyun grubunun zemini bozuk çocuklarr düşüyor",Park ve Yeşil Alan
"valla bıktık, ara sokakta kaldırım taşları sökülmüş yürünmüyor, ayrıca üst geçidin merdivenleri kırık tehlikeli.",Yol ve Kaldırım
Pazardan sonra ortalık çöplük oluyor temizleyen yok,Çöp ve Temizlik
Çocuk parkındaki alıncaklar kırık tehlikeli. İlgili birime iletilmesini rica ederim.,Park ve Yeşil Alan
elektrik direği yana yatmış ışık da yok.,Sokak Aydınlatması
Ölü bir hayvan var günlerdirr kaldıran yok. Yardımcı olursanız çok seviniriz,Başıboş Hayvanlar
rezalet. durakta tabela yok hangi hat geçer belli değil.,Toplu Ulaşım
"Allah aşkına, otobüs seferleri akşam çok seyrek. Çözülmesini bekliyoruz.",Toplu Ulaşım
"Yeter ama, ana caddenin yarısı karanlık yürümek korkutucu, yaşanmıyor artık. İlgili ekip gönderilsin lütfen.",Sokak Aydınlatması
"bakın, kısırlaştırma yok hayvan sayısı çok arttı.",Başıboş Hayvanlar
Mahallemizde lamba patlamış aylardır değişen yok,Sokak Aydınlatması
rezalet. caminin arka sokaginda aydinlatma olmadigi icin tekin degil.,Sokak Aydınlatması
sürü halinde köpekler çocuklara havlıyor.,Başıboş Hayvanlar
"bakın, parkın çeşmesinden su akmıyor",Park ve Yeşil Alan
Caminin arka sokağında sorun var; kaldırım karanlık düşüp yaralandık.,Sokak Aydınlatması
"Allah aşkına, pazar yerinin orada su basıncı çok düşük su gelmiyor, ayrıca alt geçidin oraya kanalizasyon taşmış pis su akıyor.",Su ve Kanalizasyon
"Ölü bir hayvan var günlerdir kaldıran yok, rezil olduk. Şimdiden teşekkürler.",Başıboş Hayvanlar
Durakta tabela yok hangi hat geçer belli değil,Toplu Ulaşım
REZALET. APARTMANIN ÖNÜNDE SORUN VAR; KAR YAĞINCA YOLLAR TUZLANMADI BUZ TUTTU.,Yol ve Kaldırım
"caddemizde su basıncı çok düşük su gelmiyor, yaşanmıyor artık. Bir an önce ilgilenilsin.",Su ve Kanalizasyon
Pazar yerinin orada sorun var; minibüsler tıka basa dolu binilmiyor.,Toplu Ulaşım
"Park lambaları yanmıyor akşam kullanılmıyor, defalarca aradık sonuç yok. Gereğinin yapılmasını rica ederim.",Park ve Yeşil Alan
Rezalet. Bizim mahallede sorun var; çöp konteynerleri ağzına kadar dolmuş taşıyor,Çöp ve Temizlik
"Bakın, parkın çeşmesinden su akmıyor, ayrıca parkk bakımsız her yer çöp ve cam kırığı.",Park ve Yeşil Alan
Cocuk parkının yanında sorun var; atık konteyneri yanlış yere konmuş kapımızı kapatıyor.,Çöp ve Temizlik
"allah aşkına, Alt geçidin oraya sorun var; sokak çeşmesi boşuna akıyor su israf oluyor.",Su ve Kanalizasyon
"Bıktık artık, Ana cadde uzerinde sorun var; bordür taşları çıkmışşş ayağımız takılıyor.",Yol ve Kaldırım
Yahu köşedeki bakkalin önünde çpler birikti leş gibi kokuyor. Artık bir şey yapın!,Çöp ve Temizlik
"su borusu patlamış cadde sular altında, çocuklar etkileniyor. Ne zaman çözeceksiniz?",Su ve Kanalizasyon
"Valla bıktık, Okulun yanındaki sokakta sorun var; inşaatt molozunu yola dökmüşler kaldıran yok",Çöp ve Temizlik
Park lambaları yanmıyor akşam kullanılmıyor,Park ve Yeşil Alan
Yahu spor aletleri bozulmuş kimse tamir etmiyor. Konunun takip edilmesini istiyoruz.,Park ve Yeşil Alan
Metro çıkışında sorun var; yağmur suyu giderleri çöple dolmuş.,Su ve Kanalizasyon
"BAKIN, SANAYI ATIKLARI DEREYE BOŞALTILIYOR.",Gürültü ve Çevre Kirliliği
Bizim mahallede sorun var; tuvalet geri tepiyor kanalizasyon dolu,Su ve Kanalizasyon
"Pes yani, kaldırım o kadar dar ki arabayla geçilmiyor, vergimizi ödüyoruz ama hizmet yok.",Yol ve Kaldırım
Çöp kamyonu akşamları mahalleye uğramıyor. Ne zaman çözeceksiniz?,Çöp ve Temizlik
"TUVALET GERI TEPIYOR KANALIZASYON DOLU, DEFALARCA ARADIK SONUÇ YOK. GEREĞININ YAPILMASINI RICA EDERIM.",Su ve Kanalizasyon
"allah aşkına, ağaçlar budanmamış dallar sarkıyor. Bu kadarına da pes!",Park ve Yeşil Alan
Okulun yanındaki sokakta sorun var; musluktan bulanık su geliyor kötü kokuyor,Su ve Kanalizasyon
Çöp konteynerleri ağzına kadarrr dolmuş taşıyor,Çöp ve Temizlik
"parkın çeşmesinden su akmıyor, vergimizi ödüyoruz ama hizmet yok. İlgili birime iletilmesini rica ederim.",Park ve Yeşil Alan
ÇÖP KONTEYNERLERI AĞZINA KADAR DOLMUŞ TAŞIYOR.,Çöp ve Temizlik
parkın çeşmesinden su akmıyor. İlgili birime iletilmesini rica ederim,Park ve Yeşil Alan
"Pes yani, Pazar yerinin orada sorun var; egzoz ve tozdan pencere açamıyoruz.",Gürültü ve Çevre Kirliliği
"Yeter ama, otobüs seferleri akşam çok seyrek",Toplu Ulaşım
sokağımızda kaldırım taşları sökülmüş yürünmüyor,Yol ve Kaldırım
"Of ya, Sokağımızda sorun var; yol çalışması yarım kalmış günlerdir öylee duruyor",Yol ve Kaldırım
"Sokağın tamamı kapkaranlık bir tane lamba yanmıyor, ayrıca metro çıkışında aydınlatma olmadığı için tekin değil",Sokak Aydınlatması
"allah aşkına, sokak çeşmesi boşuna akıyor su israf oluyor. Çözülmesini bekliyoruz",Su ve Kanalizasyon
"Ya artık yeter, su uzun süredir kesik haber bile vermiyorlar. Bu kadarına da pes!",Su ve Kanalizasyon
"Ana cadde uzerindeee koca bir çöp yığını var, vergimizi ödüyoruz ama hizmet yok. Bu kadarına da pes!",Çöp ve Temizlik
"lamba yanıp sönüyor sinir bozuyor, ayrıca apartmanın önünde sokak lambaları sabahtan akşama yanmıyor.",Sokak Aydınlatması
"of ya, durakta tabela yok hangi hat geçer belli değil. Bir an önce ilgilenilsin.",Toplu Ulaşım
"Of ya, site girişinde koca bir çöp yığını var, ayrıca duragin yanında fareler türedi çünkü çöpler ortada.",Çöp ve Temizlik
"Of ya, atık konteyneri yanlış yere konmuş kapımızı kapatıyor, sağlığımız tehlikede. Bir an önce ilgilenilsin.",Çöp ve Temizlik
"Caminin arka sokağında yol çökmüş araçlar zarar görüyor, sağlığımız tehlikede. Yardımcı olursanız çok seviniriz",Yol ve Kaldırım
"Durakta tabela yok hangi hat geçer belli değil, rezil olduk. Gereğinin yapılmasını rica ederim.",Toplu Ulaşım
Engelli rampasııı yok tekerlekli sandalye geçemiyor.,Yol ve Kaldırım
"Yeter ama, elektrik direği yana yatmış ışık da yok, ayrıca direktei lamba arızalı gece çok tehlikeli.",Sokak Aydınlatması
"Bakın, oyun grubunun zemini bozuk çocuklar düşüyor.",Park ve Yeşil Alan
"of ya, açık alanda atık yakılıyor koku dayanılmaz.",Gürültü ve Çevre Kirliliği
Yahu elektrik direği yana yatmış ışık da yok.,Sokak Aydınlatması
"Yeter ama, durakta tabela yok hangi hat geçer belli değil. Bir an önce ilgilenilsin",Toplu Ulaşım
Durakta tabela yok hangi hat geçerrr belli değil.,Toplu Ulaşım
"Bıktık artık, köpekler çöpü dağıtıyor sabah berbat oluyor, ayrıca çöp konteynerleri ağzına kadar dolmuş taşıyor.",Çöp ve Temizlik
"Allah askina, citler kirik park sokaga acilmis tehlikeli.",Park ve Yeşil Alan
Yağmur suyu giderleri çöple dolmuş. Vergimizi ne için veriyoruz?,Su ve Kanalizasyon
barınağa götürülecek hayvanlar sokakta kalmış. İlgili birime iletilmesini rica ederim.,Başıboş Hayvanlar
"Ya artık yeter, park gece içki içenlerin mekanı oldu",Park ve Yeşil Alan
Alt geçidin oraya çöpler birikti leş gibi kokuyor. Yardımcı olursanız çok seviniriz.,Çöp ve Temizlik
metro cikisinda sorun var; ust gecidin merdivenleri kirik tehlikeli.,Yol ve Kaldırım
rezalet. bordür taşları çıkmış ayağımız takılıyor.,Yol ve Kaldırım
"Pes yani, kaydırak kırılmış paslı çocuk yaralanır. Artık bir şey yapın",Park ve Yeşil Alan
Cocuk parkının yanında sorun var; evimizin tam önünde yol çökmüş araçlar zarar görüyor.,Yol ve Kaldırım
engelli rampasii yok tekerlekli sandalye gecemiyor.,Yol ve Kaldırım
yeni direklere ışık takılmamış. Gereğinin yapılasını rica ederim.,Sokak Aydınlatması
atık konteyneri yanlış yere konmuş kapımızı kapatıyor. İlginizi rica ediyorum.,Çöp ve Temizlik
"bıktık artık, apartmanın önünde sokak lambaları bir aydır yanmıyor, kimse ilgilenmiyor. Konunun takip edilmesini istiyoruz.",Sokak Aydınlatması
Hayvanlar trafikte tehlike yaratıyor.,Başıboş Hayvanlar
"allah aşkına, minibüsler tıka basa dolu binilmiyor.",Toplu Ulaşım
"Allah aşkına, Duragin yanında sorun var; geceleri havlamalar aylardır uyutmuyor.",Başıboş Hayvanlar
"Bakın, duraktaki bank ve durak kapalısıı kırık.",Toplu Ulaşım
Fabrika bacasından duman havayı kirletiyor.,Gürültü ve Çevre Kirliliği
"Valla bıktık, Duragin yanında sorun var; kart dolum noktası akşamları çalışmıyor.",Toplu Ulaşım
"Bakın, cocuk parkının yanında mazgal kapağı yok açık duruyor. İlgili ekip gönderilsin lütfen.",Yol ve Kaldırım
suru halinde kopekler cocuklara havliyor. Gereginin yapilmasini rica ederim.,Başıboş Hayvanlar
"Valla bıktık, her yağmurda evi su basıyor gider tıkalı",Su ve Kanalizasyon
"Ya artık yeter, durakta tabela yok hangi hat geçer belli değil, böyle olmaz ki. İlgili ekip gönderilsin lütfen.",Toplu Ulaşım
Kaldırıma park ediyorlar yaya yürüyemiyor. İlginizi rica ediyorum.,Yol ve Kaldırım
Duragin yanında sorun var; çöpler uzun süredir toplanmıyor,Çöp ve Temizlik
LAĞIM KOKUSU BIR AYDIR EVE DOLUYOR.,Su ve Kanalizasyon
"Bıktık artık, ara sokakta yeni mahalleye ulaşım yok",Toplu Ulaşım
yahu minibüsler tıka basa dolu binilmiyor. Ne zaman çözeceksiniz?,Toplu Ulaşım
"bakın, ağalar budanmamış dallar sarkıyor. Vergimizi ne için veriyoruz?",Park ve Yeşil Alan
"şoför durakta durmadan geçti, kimse ilgilenmiyor. Şimdiden teşekkürler.",Toplu Ulaşım
ara sokakta sorun var; kaydırak kırılmış paslı çocuk yaralanır.,Park ve Yeşil Alan
"Valla bıktık, park lambaları yanmıyor akşam kullanılmıyor, ayrıca yeşil alan bir aydırrr sulanmıyor çimler kurudu.",Park ve Yeşil Alan
YAHU BIZIM MAHALLEDE BAŞIBOŞ KÖPEKLER AYLARDIR KORKU SAÇIYOR,Başıboş Hayvanlar
"Pazardan sonra ortalık çöplük oluyor temizleyen yok, çocuklar etkileniyor. İlginizi rica ediyorum.",Çöp ve Temizlik
atık konteyneri yanlış yere konmuş kapımızı kapatıyor.,Çöp ve Temizlik
"Rögar tıkanmış yağmur suyu çekilmiyor, ayrıca su akşamlarııı kesik haber bile vermiyorlar.",Su ve Kanalizasyon
Yahu üst geçidin merdivenleri kırık tehlikeli. İlgili ekip gönderilsin lütfen,Yol ve Kaldırım
Gece hattı yok eve dönemiyoruz. İlgili ekip gönderilsin lütfen.,Toplu Ulaşım
yeni direkleree ışık takılmamış. Şimdiden teşekkürler.,Sokak Aydınlatması
Ana caddenin yarısı karanlık yürümek korkutucu.,Sokak Aydınlatması
"valla biktik, yagmurda yol gole donuyor su birikiyor.",Yol ve Kaldırım
"valla bıktık, Köşedeki bakkalin önünde sorun var; okul servisi gibi otobüs sabah hep dolu geliyor",Toplu Ulaşım
Yahu park aydınlatması bozuk çocuklar ynayamıyor.,Sokak Aydınlatması
Yağmurda yol göle dönüyor su birikiyor.,Yol ve Kaldırım
Okul servisi gibi otobüs sabah hep dolu geliyor,Toplu Ulaşım
"Valla bıktık, ağaçlar budanmamışş dallar sarkıyor, ayrıca ağaçlar budanmamış dallar sarkıyor",Park ve Yeşil Alan
"Of ya, Ana cadde uzerinde sorun var; akşam olunca her yer zifiri karanlık.",Sokak Aydınlatması
rezalet. Sokağımızda sorun var; çitler kırık park sokağa açılmış tehlikeli.,Park ve Yeşil Alan
Sokağımızda köpekler peşimize takılıyor korkuyoruz,Başıboş Hayvanlar
"Allah aşkına, kart dolum noktası akşamları çalışmıyor.",Toplu Ulaşım
yahu sokağımızda kaldırım taşları sökülmüş yürünmüyor.,Yol ve Kaldırım
mahallemizde kanalizasyon taşmış pis su akıyor. İlgili birime iletilmesini rica ederim.,Su ve Kanalizasyon
"Yeter ama, karanlıkta gencler toplanıyor güvensiz",Sokak Aydınlatması
"Allah aşkına, su borusu patlamış cadde sular altında.",Su ve Kanalizasyon
Cocuk parkının yanında başıboş köpekler sürekli korku saçıyor,Başıboş Hayvanlar
kaldırım o kadar dar ki arabayla geçilmiyor. Gereğinin yapılmasını rica ederim.,Yol ve Kaldırım
caddemizde mazgal kapağı yok açık duruyor.,Yol ve Kaldırım
Köpekler parkı kirletiyor temizlenmiyor.,Park ve Yeşil Alan
"Pazar yerinin orada gece motorlari gaza basip duruyor, ayrica mahallemizde insaat aylardir gece gec saate kadar calisiyor",Gürültü ve Çevre Kirliliği
caminin arka sokağında çöpler birikti leş gibi kokuyor.,Çöp ve Temizlik
"Yahu spor aletleri bozulmuş kimse tamir etmiyor, kimse ilgilenmiyor. İlgili ekip gönderilsin lütfen.",Park ve Yeşil Alan
"Valla bıktık, Mahallemizde sorun var; köpekler çöpü dağıtıyor sabah berbat oluyor.",Çöp ve Temizlik
"Halı saha geç saatte bile bağırış çağırış, ayrıca yandaki işyeri kaç kere söyledik yine sonuna kadar müzik açıyor.",Gürültü ve Çevre Kirliliği
Metro çıkışında gece motorları gaza basıp duruyor. Bu kadarına da pes!,Gürültü ve Çevre Kirliliği
"Barınağa götürülecek hayvanlr sokakta kalmış, ayrıca köpekler çöpü dağıtıyor ortalık kirleniyor.",Başıboş Hayvanlar
"geri dönüşüm kutuları aylardır boşaltılmıyor, defalarca aradık sonuç yok. Yardımcı olursanız çok seviniriz.",Çöp ve Temizlik
Bizim mahallede sorun var; kanalizasyon kapağı çökmüş çukur olmuş.,Su ve Kanalizasyon
"Çöpler kaç kere söyledik yine toplanmıyor, rezil olduk. Gereğinin yapılmasını rica ederim.",Çöp ve Temizlik
"Allah aşkına, köpekler çöpü dağıtıyorrr sabah berbat oluyor. Acil çözün şunu!",Çöp ve Temizlik
"OKULUN YANINDAKII SOKAKTA INŞAAT UZUN SÜREDIR GECE GEÇ SAATE KADAR ÇALIŞIYOR, DEFALARCA ARADIK SONUÇ YOK. GEREĞININ YAPILMASINI RICA EDERIM.",Gürültü ve Çevre Kirliliği
"valla bıktık, çöp yakıyorlar mahalle dumana boğuldu. Konunun takip edilmesini istiyoruz",Gürültü ve Çevre Kirliliği
durakta ışık yok gece bekleyemiyoruz.,Sokak Aydınlatması
"Rezalet. duragin yanında parka tuvalet yok çok lazım, ayrıca apartmanın önünde parka tuvalet yok çok lazım",Park ve Yeşil Alan
"Konteyner kirilmis copler etrafa saciliyor, kimse umursamiyor. Gereginin yapilmasini rica ederim.",Çöp ve Temizlik
kaldırıma park ediyorlar yaya yürüyemiyor.,Yol ve Kaldırım
Cocuk parkının yanında sorun var; egzoz ve tozdann pencere açamıyoruz.,Gürültü ve Çevre Kirliliği
"Bıktık artık, düğün salonu her hafta sesi sonuna kadar açıyor. Bir an önce ilgilenilsin.",Gürültü ve Çevre Kirliliği
yağmurda yol göleee dönüyor su birikiyor. İlginizi rica ediyorum.,Yol ve Kaldırım
"Açık alanda atık yakılıyor koku dayanılmaz, ayrıca çöp yakıyorlar mahalle dumana boğuldu.",Gürültü ve Çevre Kirliliği
halı saha geç saatte bile bağırış çağırış. Yardımcı olursanız çok seviniriz.,Gürültü ve Çevre Kirliliği
Kaldırım o kadar dar ki arabayla geçilmiyor. Gereğinin yapılmasını rica ederim.,Yol ve Kaldırım
"YA ARTIK YETER, EVIMIZIN TAM ÖNÜNDE AYDINLATMA OLMADIĞI IÇIN TEKIN DEĞIL, ÇOCUKLAR ETKILENIYOR.",Sokak Aydınlatması
"Yahu otobüsler kaç kere söyledik yine saatinde gelmiyor, kimse umursamıyor. İlgili ekip gönderilsin lütfen.",Toplu Ulaşım
"yahu ağaçlar budanmamış dallar sarkıyor, ayrıca okulun yanındaki sokakta parka tuvalet yok çok lazım.",Park ve Yeşil Alan
Geri dönüşüm kutuları aylardır boşaltılmıyor,Çöp ve Temizlik
"of ya, bir hayvan kapana sıkışmış kurtaran lazım, ayrıca sokak hayvanları aç bakann yok.",Başıboş Hayvanlar
Metro çıkışında sorun var; otobüs seferleri akşam çok seyrek,Toplu Ulaşım
"Yeter ama, Alt geçidin oraya sorun var; atık konteyneri yanlış yere konmuş kapımızı kapatıyor.",Çöp ve Temizlik
SITE GIRIŞINDE INŞAAT HER GÜN GECEE GEÇ SAATE KADAR ÇALIŞIYOR.,Gürültü ve Çevre Kirliliği
"Ya artık yeter, konteyner kırılmış çöpler etrafaa saçılıyor.",Çöp ve Temizlik
"Fabrika bacasindan duman havayi kirletiyor, kimse ilgilenmiyor. Bu kadarina da pes!",Gürültü ve Çevre Kirliliği
"Valla bıktık, çocuk parkındaki salıncaklar kırık tehlikeli. İlgili ekip gönderilsin lütfen.",Park ve Yeşil Alan
"Bıktık artık, çöp yakıyorlar mahalle dumana boğuldu.",Gürültü ve Çevre Kirliliği
"Pes yani, Site girişinde sorun var; asfalt aylardır bozuk araba alttan vuruyor.",Yol ve Kaldırım
"yeter ama, su borusu patlamış cadde sular altında, ayrıca musluktan bulanıkk su geliyor kötü kokuyor.",Su ve Kanalizasyon
"Minibüsler tıka basa dolu binilmiyor, ayrıca minibüsler tıka basa dolu binilmiyor",Toplu Ulaşım
"Rezalet. köpekler çöpü dağıtıyor ortalık kirleniyor, her gün aynı dert. Ne zaman çözeceksiniz?",Başıboş Hayvanlar
"ALLAH AŞKINA, KÖŞEDEKI BAKKALIN ÖNÜNDE KANALIZASYON TAŞMIŞ PIS SU AKIYOR. İLGILI EKIP GÖNDERILSIN LÜTFEN.",Su ve Kanalizasyon
"Duragin yanında kedilere mama su konmuyor, kimse umursamıyor. İlgili ekip gönderilsin lütfen.",Başıboş Hayvanlar
"VALLA BIKTIK, BIR HAYVAN KAPANA SIKIŞMIŞ KURTARAN LAZIM",Başıboş Hayvanlar
Rezalet. duraktaki bank ve durak kapalısı kırık.,Toplu Ulaşım
"Bakın, direkteki lamba arızalı gece çok tehlikeli. Artık bir şey yapın!",Sokak Aydınlatması
"yeter ama, üst geçidn merdivenleri kırık tehlikeli.",Yol ve Kaldırım
YOL CALISMASI YARIM KALMIS BIR AYDIR OYLE DURUYOR.,Yol ve Kaldırım
su haftalardır kesik haber bile vermiyorlar. İlgili birime iletilmesini rica ederim.,Su ve Kanalizasyon
"Kaydırak kırılmış paslı çocuk yaralanır, kimse ilgilenmiyor. Gereğinin yapılmasını rica ederim.",Park ve Yeşil Alan
"kamyonlar surekli cadde ortasinda calisir halde bekliyor, ayrica acik alanda atik yakiliyor koku dayanilmaz.",Gürültü ve Çevre Kirliliği
köpekler parkı kirletiyorrr temizlenmiyor.,Park ve Yeşil Alan
"Pes yani, ağaçlar budanmamış dallar sarkıyor.",Park ve Yeşil Alan
"Pes yani, okulun yanındaki sokakta sokak lambaları sabahtan akşama yanmıyor, rezil olduk. Acil çözün şunu",Sokak Aydınlatması
Gece hatti yok eve donemiyoruz,Toplu Ulaşım
"ya artık yeter, bodrumu lağım suyu bastı.",Su ve Kanalizasyon
"Bodrumu lağım suyu bastı, ayrıcaaa rögar tıkanmış yağmur suyu çekilmiyor.",Su ve Kanalizasyon
Çitler kırık park sokağa açılmış tehlikeli. Artık bir şey yapın!,Park ve Yeşil Alan
Rezalet. Ara sokakta sorun var; su borusu patlamış cadde sular altında.,Su ve Kanalizasyon
"yeter ama, Pazar yerinin orada sorun var; yaralı bir hayvan var ilgilenen yok.",Başıboş Hayvanlar
OKULUN YANINDAKI SOKAKTA KÖPEKLER PEŞIMIZE TAKILIYOR KORKUYORUZ. ŞIMDIDEN TEŞEKKÜRLER,Başıboş Hayvanlar
"Kanalizasyon kapağı çökmüş çukur olmuş, ayrıca yağmur suyu giderleri çöple dolmuş.",Su ve Kanalizasyon
yahu durakta tabela yok hangi hat geçer belli değil. Çözülmesini bekliyoruz.,Toplu Ulaşım
"Site girişinde çöpler birikti leş gibi kokuyor, kimse umursamıyor. Şimdiden teşekkürler",Çöp ve Temizlik
"ya artık yeter, gece hattı yok eve dönemiyoruz, defalarca aradık sonuç yok. Vergimizi ne için veriyoruz?",Toplu Ulaşım
"Durakta ışık yok gece bekleyemiyoruz, ayrıca okul yolunda ışık yok çocuklar korkuyor",Sokak Aydınlatması
"Geceleri havlamalar haftalardır uyutmuyor, sağlığımız tehlikede.",Başıboş Hayvanlar
alt geçidin oraya sorun var; çocuk parkındaki slıncaklar kırık tehlikeli.,Park ve Yeşil Alan
"allah askina, park bakimsiz her yer cop ve cam kirigi.",Park ve Yeşil Alan
Barınağa götürülecek hayvanlar sokaktaa kalmış,Başıboş Hayvanlar
"Yeter ama, moloz ve atıklar gnlerdir kaldırımda duruyor. Vergimizi ne için veriyoruz?",Çöp ve Temizlik
"Of ya, durakta tabela yok hangi hat geçer belli değil. Artık bir şey yapın!",Toplu Ulaşım
"Köşedeki bakkalin önünde köpekler peşimize takılıyor korkuyoruz, kimse ilgilenmiyor. Acil çözün şunu!",Başıboş Hayvanlar
"Yeter ama, sürü halinde köpekler çocuklaraa havlıyor. Bir an önce ilgilenilsin.",Başıboş Hayvanlar
"Yeter ama, kanalizasyon kapağı çökmüş çukur olmuş.",Su ve Kanalizasyon
Yahu açık alanda atık yakılıyor koku dayanılmaz. Bu kadarına da pes,Gürültü ve Çevre Kirliliği
Duragin yanında sorun var; direkteki lamba arızalı gece çok tehlikeli.,Sokak Aydınlatması
"Pes yani, açık alanda atık yakılıyor koku dayanılmaz, her gün aynı dert. Bu kadarına da pes!",Gürültü ve Çevre Kirliliği
"Yeter ama, geri donusum kutulari aylardir bosaltilmiyor. Ilgili ekip gonderilsin lutfen.",Çöp ve Temizlik
Alt geçidin oraya sorun var; apartmanın önünde lamba patlamış aylardır değişen yok.,Sokak Aydınlatması
"Allah askina, atik konteyneri yanlis yere konmus kapimizi kapatiyor. Acil cozun sunu!",Çöp ve Temizlik
bizim mahallede sorun var; pazardan sonra ortalık çöplük oluyor temizleyen yok.,Çöp ve Temizlik
"Metro çıkışında köpekler peşimize takılıyor korkuyoruz, ayrıca aşısız hayvanlar dolaşıyor tehlikeli.",Başıboş Hayvanlar
"Bakin, sokagimizda gece motorlari gaza basip duruyor. Ilgili ekip gonderilsin lutfen.",Gürültü ve Çevre Kirliliği
"Çöp yakıyorlar mahalle dumana boğuldu, vergimizi ödüyoruz ama hizmet yok. İlgili ekip gönderilsin lütfen.",Gürültü ve Çevre Kirliliği
